8.5,0,1,0,0
9.5,1,0,0,1
10.5,0,1,0,1
11.5,1,0,0,1
12.5,0,1,0,0
13.5,1,0,0,1
14.5,0,1,0,1
15.5,1,0,0,1
16.5,0,1,0,0
17.5,1,0,0,1
18.5,0,1,0,1
19.5,1,0,0,1
20,1,0,0,0
20.5,0,0,0,1
21,0,1,0,0
21.5,0,0,1,0
22,1,0,0,1
22.5,0,1,1,0
23.5,0,2,2,0
24,0,3,3,0
24.5,2,0,0,0
25,3,0,0,0
25.5,0,2,0,0
26,0,3,0,0
26.5,1,0,0,0
27,0,1,0,0
27.5,0,0,1,0
28,0,0,0,1
28.5,0,0,0,2
29,0,0,0,3
29.5,0,0,2,0
30,0,0,3,0
30.5,0,0,0,1
31,0,0,1,0
31.5,0,1,0,0
32,1,0,0,0
32.5,2,0,0,2
33,3,0,0,3
33.5,0,2,2,0
34,0,3,3,0
34.5,1,0,0,0
35,0,0,0,1
35.5,0,1,0,0
36,0,0,1,0
36.5,1,0,0,0
37,0,1,0,0
37.5,0,0,0,1
38,0,0,1,0
38.5,2,0,0,2
39,3,0,0,3
39.5,0,0,1,0
40.5,1,0,0,0
41,0,1,0,0
41.5,1,0,0,0
41.75,0,1,0,0
42,0,0,1,0
42.25,0,0,0,1
42.5,0,0,1,0
43,1,0,0,0
43.5,0,1,0,0
44,1,0,0,0
44.5,1,0,0,0
45,0,1,0,0
45.5,1,0,0,0
45.75,0,1,0,0
46,0,0,1,0
46.25,0,0,0,1
46.5,0,0,1,0
47,1,0,0,0
47.5,0,1,0,0
48,1,0,0,0
48.5,1,0,0,0
49,0,1,0,0
49.5,1,0,0,0
49.75,0,1,0,0
50,0,0,1,0
50.25,0,0,0,1
50.5,0,0,1,0
51,1,0,0,0
51.5,0,1,0,0
52,1,0,0,0
52.5,0,0,0,1
53,0,0,1,0
53.5,0,0,0,1
54,0,0,1,0
54.5,2,2,0,0
55,3,3,0,0
55.5,1,1,0,0
56.5,2,0,0,0
57,3,0,0,0
57.5,0,2,0,0
58,0,3,0,0
58.5,1,0,0,0
59,0,1,0,0
59.5,0,0,1,0
60,0,0,0,1
60.5,0,0,0,2
61,0,0,0,3
61.5,0,0,2,0
62,0,0,3,0
62.5,0,0,0,1
63,0,0,1,0
63.5,0,1,0,0
64,1,0,0,0
64.5,2,0,0,2
65,3,0,0,3
65.5,0,2,2,0
66,0,3,3,0
66.5,1,0,0,0
67,0,0,0,1
67.5,0,1,0,0
68,0,0,1,0
68.5,1,0,0,0
69,0,1,0,0
69.5,0,0,0,1
70,0,0,1,0
70.5,2,0,0,2
71,3,0,0,3
71.5,0,0,1,0
72.5,1,0,0,0
72.75,0,1,0,0
73,1,0,0,0
73.25,0,1,0,0
73.5,1,0,0,0
74.5,0,0,2,0
75,0,0,3,0
75.5,0,0,0,2
76,0,0,0,3
76.5,0,0,0,1
76.75,0,0,1,0
77,0,0,0,1
77.25,0,0,1,0
77.5,0,0,0,1
78.5,0,2,0,0
79,0,3,0,0
79.5,2,0,0,0
80,3,0,0,0
80.5,1,0,0,0
80.75,0,1,0,0
81,1,0,0,0
81.25,0,1,0,0
81.5,1,0,0,0
82.5,0,0,2,0
83,0,0,3,0
83.5,0,0,0,2
84,0,0,0,3
84.5,0,0,0,1
85,0,0,1,0
85.5,0,0,0,1
86,0,0,1,0
86.5,2,2,0,0
87,3,3,0,0
87.5,1,1,0,0
88.5,2,0,0,0
89,3,0,0,0
89.5,0,2,0,0
90,0,3,0,0
90.5,1,0,0,0
91,0,1,0,0
91.5,0,0,1,0
92,0,0,0,1
92.5,0,0,0,2
93,0,0,0,3
93.5,0,0,2,0
94,0,0,3,0
94.5,0,0,0,1
95,0,0,1,0
95.5,0,1,0,0
96,1,0,0,0
96.5,2,0,0,2
97,3,0,0,3
97.5,0,2,2,0
98,0,3,3,0
98.5,1,0,0,0
99,0,0,0,1
99.5,0,1,0,0
100,0,0,1,0
100.5,1,0,0,0
101,0,1,0,0
101.5,0,0,0,1
102,0,0,1,0
102.5,2,0,0,2
103,3,0,0,3
103.5,0,0,1,0
104.5,2,0,0,0
105.5,3,0,1,0
106.5,0,2,0,0
107.5,0,3,0,1
108.5,0,0,0,2
109.5,0,1,0,3
110.5,0,0,2,0
111.5,1,0,3,0
112.5,2,0,2,0
113.5,3,1,3,1
114.5,0,2,0,2
115.5,1,3,1,3
116.5,0,2,2,0
117.5,1,3,3,1
118.5,2,0,0,2
119.5,3,1,1,3
120.5,1,0,0,0
121.5,0,1,0,0
122.5,0,0,1,0
123,0,0,0,1
123.5,0,0,1,0
124.5,0,0,0,1
125.5,0,0,1,0
126.5,0,1,0,0
127,1,0,0,0
127.5,0,1,0,0
128.5,1,0,0,0
129.5,0,1,0,0
130.5,0,0,1,0
131,0,0,0,1
131.5,0,0,1,0
132.5,0,1,1,0
133,0,1,1,0
133.5,1,0,0,1
134,0,1,1,0
134.5,2,0,0,2
135.5,3,1,1,3
136.5,2,0,0,0
137.5,3,0,1,0
138.5,0,2,0,0
139.5,0,3,0,1
140.5,0,0,0,2
141.5,0,1,0,3
142.5,0,0,2,0
143.5,1,0,3,0
144.5,2,0,2,0
145.5,3,1,3,1
146.5,0,2,0,2
147.5,1,3,1,3
148.5,0,2,2,0
149.5,1,3,3,1
150.5,2,0,0,2
151.5,3,1,1,3
152.5,1,0,0,0
153.5,0,1,0,0
154.5,0,0,1,0
155,0,0,0,1
155.5,0,0,1,0
156.5,0,0,0,1
157.5,0,0,1,0
158.5,0,1,0,0
159,1,0,0,0
159.5,0,1,0,0
160.5,1,0,0,0
161.5,0,1,0,0
162.5,0,0,1,0
163,0,0,0,1
163.5,0,0,1,0
164.5,0,1,1,0
165,0,1,1,0
165.5,1,0,0,1
166,0,1,1,0 
166.5,2,0,0,2
167.5,3,1,1,3
168.5,2,0,0,0
169,3,0,0,0
169.5,2,0,0,0
170,3,0,0,0
170.5,0,0,1,0
171,0,1,0,0
171.25,0,0,1,0
171.5,0,0,1,0
172.5,0,0,0,2
173,0,0,0,3
173.5,0,0,0,2
174,0,0,0,3
174.5,0,1,0,0
175,0,0,1,0
175.25,0,1,0,0
175.5,0,1,0,0
176.5,2,0,0,0
177,3,0,0,0
177.5,0,0,0,2
178,0,0,0,3
178.5,0,1,0,0
179,0,0,1,0
179.25,0,1,0,0
179.5,0,0,1,0
180.5,0,0,0,2
181,0,0,0,3
181.5,2,0,0,0
182,3,0,0,0
182.5,0,0,1,0
183,0,1,0,0
183.25,0,0,1,0
183.5,0,1,0,0
184.5,2,0,0,0
185.5,3,0,1,0
186.5,0,2,0,0
187.5,0,3,0,1
188.5,0,0,0,2
189.5,0,1,0,3
190.5,0,0,2,0
191.5,1,0,3,0
192.5,2,0,2,0
193.5,3,1,3,1
194.5,0,2,0,2
195.5,1,3,1,3
196.5,0,2,2,0
197.5,1,3,3,1
198.5,2,0,0,2
199.5,3,1,1,3
200.5,1,0,0,0
201.5,0,1,0,0
202.5,0,0,1,0
203,0,0,0,1
203.5,0,0,1,0
204.5,0,0,0,1
205.5,0,0,1,0
206.5,0,1,0,0
207,1,0,0,0
207.5,0,1,0,0
208.5,1,0,0,0
209.5,0,1,0,0
210.5,0,0,1,0
211,0,0,0,1
211.5,0,0,1,0
212.5,0,1,1,0
213,0,1,1,0
213.5,1,0,0,1
214,0,1,1,0 
214.5,2,0,0,2
215.5,3,1,1,3
216.5,2,0,0,0
217.5,3,0,1,0
218.5,0,2,0,0
219.5,0,3,0,1
220.5,0,0,0,2
221.5,0,1,0,3
222.5,0,0,2,0
223.5,1,0,3,0
224.5,2,0,2,0
225.5,3,1,3,1
226.5,0,2,0,2
227.5,1,3,1,3
228.5,0,2,2,0
229.5,1,3,3,1
230.5,2,0,0,2
231.5,3,1,1,3
232.5,1,0,0,0
233.5,0,0,1,0
234.5,1,0,0,0
235.5,0,0,1,0
236.5,1,0,0,0
237.5,0,0,1,0
238.5,1,0,0,0
239,0,0,1,0
239.5,0,0,0,1
240,0,1,0,0
240.5,1,0,0,0
241.5,0,0,1,0
242.5,1,0,0,0
243.5,0,0,1,0
244.5,1,0,0,0
245,0,0,0,1
245.5,1,0,0,0
246,0,0,0,1
246.5,0,1,0,0
247,0,0,1,0
247.5,0,1,0,0
248,0,0,1,0
248.5,1,0,0,0
249.5,0,0,1,0
250.5,1,0,0,0
251.5,0,0,1,0
252.5,1,0,0,0
253.5,0,0,1,0
254.5,1,0,0,0
255,0,0,1,0
255.5,0,0,0,1
256,0,1,0,0
256.5,1,0,0,0
257.5,0,0,1,0
258.5,1,0,0,0
259.5,0,0,1,0
260.5,1,0,0,0
261,0,0,0,1
261.5,1,0,0,0
262,0,0,0,1
262.5,0,1,0,0
263,0,0,1,0
263.5,0,1,0,0
264,0,0,1,0
264.5,0,1,0,0
265.5,0,0,0,1
266.5,0,1,0,0
267.5,0,0,0,1
268.5,0,1,0,0
269.5,0,0,0,1
270.5,0,1,0,0
271,0,0,0,1
271.5,0,0,1,0
272,1,0,0,0
272.5,0,1,0,0
273.5,0,0,0,1
274.5,0,1,0,0
275.5,0,0,0,1
276.5,0,1,0,0
277,0,0,1,0
277.5,0,1,0,0
278,0,0,1,0
278.5,1,0,0,0
279,0,0,0,1
279.5,1,0,0,0
280,0,0,0,1
280.5,0,1,0,0
281.5,0,0,0,1
282.5,0,1,0,0
283.5,0,0,0,1
284.5,0,1,0,0
285.5,0,0,0,1
286.5,0,1,0,0
287,0,0,0,1
287.5,0,0,1,0
288,0,1,0,0
288.5,1,0,0,0
289,0,1,0,0
289.5,1,0,0,0
290,0,1,0,0
290.5,1,0,0,0
291,0,0,1,0
291.5,1,0,0,0
292,0,0,0,1
292.5,0,0,0,1
293,0,0,1,0
293.5,0,0,0,1
294,0,0,1,0
294.5,0,0,0,1
295,0,1,0,0
295.5,0,0,0,1
296,1,0,0,0
